Smokes,Does not smoke
19474,80549
20243,79778
20622,79398
20152,79866
20460,79558
20083,79935
20373,79643
20026,79990
20276,79739
19871,80144
20119,79896
19793,80222
20100,79914
19756,80257
20104,79909
19737,80276
20018,79994
19661,80351
19990,80022
19625,80387
19934,80078
19582,80430
19861,80151
19484,80528
19798,80214
19446,80565
19808,80203
19457,80554
19787,80221
19428,80580
19753,80255
19378,80627
19671,80332
19344,80659
19670,80333
19325,80678
19634,80369
19316,80687
19662,80341
19342,80661
19659,80344
19302,80699
19617,80384
19271,80730
19589,80412
19274,80725
19593,80404
19265,80732
19601,80396
19264,80733
19597,80397
19260,80733
19595,80398
19246,80747
19586,80407
19244,80748
19586,80406
19244,80748
19585,80403
19244,80744
19583,80404
19243,80744
19582,80405
19243,80744
19582,80405
19242,80744
19580,80406
19238,80746
19579,80405
19238,80746
19579,80405
19238,80746
19579,80404
19238,80744
19578,80404
19234,80746
19578,80402
19232,80747
19577,80402
19232,80747
19576,80402
19232,80746
19576,80402
19232,80746
19578,80399
19239,80738
19589,80387
19259,80716
19603,80371
19274,80700
19612,80362
19274,80698
19611,80360
19275,80695
19611,80359
19275,80695
19611,80358
19279,80690
19614,80354
19283,80684
19617,80350
19283,80683
19617,80349
19283,80683
19617,80349
19283,80683
19617,80349
19282,80682
19617,80346
19282,80681
19617,80345
19282,80680
19617,80345
19282,80680
19621,80340
19285,80675
19621,80338
19287,80671
19621,80337
19287,80671
19621,80337
19287,80671
19621,80337
19287,80669
19620,80336
19287,80669
19620,80336
19286,80669
19619,80336
19286,80668
19620,80334
19286,80668
19620,80334
19286,80667
19619,80332
19285,80666
19619,80332
19285,80665
19618,80332
19285,80665
19617,80332
19285,80664
19617,80330
19284,80663
19618,80328
19285,80661
19620,80326
19293,80653
19626,80319
19306,80637
19631,80312
19319,80624
19647,80296
19326,80617
19656,80287
19334,80608
19667,80275
19353,80589
19685,80256
19364,80576
19696,80244
19372,80568
19703,80237
19376,80563
19712,80225
19402,80535
19760,80176
19445,80490
19790,80145
19460,80475
19804,80131
19464,80471
19810,80123
19485,80448
19833,80100
19510,80423
19860,80073
19539,80394
19871,80062
19547,80386
19879,80054
19552,80381
19880,80053
19552,80381
19880,80052
19551,80381
19880,80052
19551,80381
19880,80052
19551,80381
19880,80052
19551,80381
19880,80051
19551,80380
19879,80050
19550,80378
19879,80049
19550,80378
19879,80049
19549,80378
19874,80053
19544,80383
19872,80054
19543,80383
19872,80054
19543,80382
19871,80054
19543,80382
19871,80054
19543,80382
19871,80054
19543,80381
19870,80054
19543,80381
19870,80054
19543,80381
19870,80054
19543,80381
19870,80054
19543,80381
19870,80054
19543,80381
19870,80054
19543,80381
19870,80053
19542,80381
19870,80053
19542,80381
19870,80052
19540,80381
19870,80051
19540,80381
19870,80051
19540,80381
19870,80051
19540,80380
19870,80048
19539,80379
19870,80046
19537,80379
19870,80046
19537,80379
19870,80046
19538,80377
19872,80043
19538,80377
19872,80043
19534,80380
19870,80043
19526,80386
19859,80053
19515,80397
19833,80079
19492,80420
19827,80085
19489,80422
19825,80086
19487,80424
19825,80086
19487,80424
