neitherOverWaightNorObese,overweight,obese
58532,24863,16628
58574,24814,16632
58625,24763,16630
58666,24721,16631
58694,24690,16633
58716,24668,16633
58751,24629,16637
58784,24596,16636
58811,24566,16639
58835,24544,16637
58866,24513,16637
58881,24499,16636
58892,24488,16636
58928,24454,16633
58956,24425,16633
58983,24395,16636
59012,24367,16634
59033,24348,16632
59056,24323,16634
59095,24287,16631
59122,24260,16631
59140,24240,16633
59169,24207,16637
59179,24197,16637
59221,24157,16635
59243,24132,16638
59282,24089,16639
59307,24065,16638
59335,24035,16640
59368,24002,16640
59377,23996,16637
59421,23949,16639
59435,23934,16640
59466,23897,16641
59488,23872,16644
59505,23854,16645
59534,23826,16644
59561,23798,16645
59585,23775,16643
59603,23754,16646
59616,23739,16647
59624,23730,16648
59652,23700,16650
59680,23668,16654
59704,23639,16658
59716,23627,16657
59736,23604,16659
59778,23559,16662
59782,23556,16660
59811,23522,16663
59825,23510,16661
59855,23478,16662
59869,23460,16666
59894,23433,16668
59907,23420,16668
59927,23400,16667
59953,23373,16668
59968,23354,16671
59992,23329,16672
60010,23315,16666
60029,23298,16664
60057,23271,16663
60073,23256,16662
60085,23244,16662
60108,23219,16662
60106,23219,16664
60118,23204,16667
60120,23199,16669
60135,23183,16670
60142,23169,16677
60173,23137,16678
60180,23130,16678
60187,23123,16678
60204,23105,16678
60210,23096,16680
60246,23060,16680
60254,23052,16680
60284,23017,16684
60303,23000,16682
60332,22966,16687
60328,22968,16689
60361,22937,16687
60358,22939,16685
60369,22927,16686
60371,22924,16687
60384,22912,16684
60382,22909,16689
60394,22898,16687
60407,22883,16689
60407,22876,16696
60411,22868,16700
60423,22853,16703
60411,22863,16704
60417,22854,16707
60424,22844,16710
60434,22826,16717
60433,22825,16719
60440,22812,16725
60441,22810,16726
60441,22807,16729
60433,22815,16728
60421,22824,16731
60436,22803,16737
60429,22808,16739
60450,22788,16737
60436,22800,16738
60447,22789,16738
60428,22800,16746
60436,22789,16748
60442,22781,16750
60442,22777,16754
60439,22778,16756
60449,22769,16755
60443,22770,16760
60454,22754,16765
60456,22751,16766
60457,22745,16771
60455,22742,16775
60461,22735,16775
60445,22749,16777
60440,22749,16781
60421,22771,16778
60428,22760,16782
60409,22775,16785
60413,22770,16786
60389,22791,16788
60409,22771,16788
60390,22787,16791
60370,22809,16789
60356,22821,16791
60344,22827,16797
60348,22821,16798
60326,22837,16802
60301,22858,16806
60281,22878,16804
60267,22889,16806
60256,22896,16810
60244,22910,16807
60214,22936,16811
60203,22941,16815
60175,22970,16813
60162,22979,16816
60145,22994,16817
60143,22992,16821
60136,22996,16822
60130,22995,16829
60097,23023,16833
60077,23041,16835
60063,23049,16841
60029,23083,16840
60013,23099,16840
59981,23126,16845
59958,23143,16851
59938,23160,16854
59917,23176,16858
59876,23214,16858
59861,23226,16861
59815,23270,16863
59804,23276,16867
59773,23302,16872
59736,23333,16877
59723,23345,16878
59682,23383,16881
59672,23386,16887
59642,23410,16893
59611,23438,16896
59573,23468,16901
59564,23475,16903
59540,23490,16912
59507,23518,16917
59474,23544,16924
59439,23573,16930
59400,23609,16932
59372,23634,16934
59327,23673,16940
59308,23688,16944
59268,23721,16950
59241,23741,16957
59215,23762,16962
59161,23812,16966
59132,23837,16970
59081,23880,16978
59056,23900,16983
58997,23951,16991
58983,23958,16997
58915,24022,17001
58877,24054,17007
58837,24091,17010
58816,24109,17013
58750,24174,17013
58705,24214,17018
58663,24248,17026
58620,24286,17030
58564,24340,17032
58523,24378,17035
58488,24413,17035
58426,24465,17044
58396,24498,17041
58337,24548,17050
58291,24587,17056
58223,24650,17060
58163,24703,17067
58111,24747,17074
58041,24811,17080
58001,24850,17081
57945,24905,17081
57872,24975,17084
57830,25006,17095
57742,25086,17103
57705,25117,17109
57631,25181,17119
57572,25229,17129
57541,25257,17132
57486,25305,17139
57416,25372,17141
57378,25404,17147
57304,25474,17151
57271,25502,17156
57214,25552,17163
57148,25607,17174
57074,25677,17178
57024,25713,17192
56966,25768,17195
56894,25833,17202
56811,25909,17208
56740,25975,17213
56666,26042,17220
56582,26119,17227
56510,26180,17238
56422,26256,17250
56345,26326,17257
56286,26379,17263
56216,26440,17272
56114,26536,17278
56054,26590,17284
55964,26674,17288
55907,26728,17291
55821,26803,17302
55739,26880,17307
55655,26953,17318
55608,26991,17327
55494,27104,17328
55434,27157,17335
55334,27253,17339
55241,27336,17349
55160,27410,17356
55084,27486,17356
54986,27578,17362
54909,27649,17368
54804,27750,17372
54715,27839,17372
54632,27912,17382
54565,27969,17391
54453,28069,17403
54395,28120,17410
54286,28226,17413
54201,28300,17424
54105,28388,17432
54038,28450,17436
53936,28543,17445
