POLYP,STAGE_1,STAGE_2,STAGE_3,STAGE_4,DIE,NO_CANCER
408,125,114,67,6,3,99300
405,126,113,68,4,5,99302
407,127,113,68,4,5,99299
400,131,112,70,3,6,99301
390,137,110,72,4,6,99304
386,137,112,72,4,6,99306
385,136,111,70,6,7,99308
377,137,111,71,5,8,99314
367,139,112,69,7,9,99320
360,141,112,70,7,9,99324
358,143,112,70,7,9,99324
356,145,113,69,7,9,99324
348,146,112,68,7,10,99332
346,146,111,68,6,11,99335
345,147,108,69,6,12,99336
339,151,108,68,6,13,99338
332,153,108,67,7,14,99342
319,159,108,65,10,14,99348
317,159,109,64,10,14,99350
313,162,108,61,12,14,99353
309,160,108,61,11,15,99359
309,160,108,59,13,15,99359
303,164,108,60,13,15,99360
300,164,107,61,8,20,99363
298,163,106,61,7,21,99367
291,163,107,61,7,21,99373
289,162,107,61,6,22,99376
282,159,107,61,6,23,99385
275,158,108,60,6,24,99392
275,156,107,61,5,26,99393
275,155,107,62,5,26,99393
278,156,107,60,8,26,99388
279,155,106,61,7,27,99388
278,157,105,59,8,27,99389
276,159,103,61,8,27,99389
274,157,104,61,7,28,99392
270,156,104,61,5,29,99398
265,157,106,60,5,30,99400
267,158,106,59,4,31,99398
261,159,105,60,4,32,99402
253,163,105,60,4,32,99406
251,160,104,58,4,33,99413
250,156,106,57,5,33,99416
247,157,107,57,4,34,99417
249,158,105,57,3,35,99416
246,160,105,57,3,35,99417
242,162,102,56,5,35,99421
239,160,101,56,4,36,99427
235,157,102,57,4,36,99432
234,156,101,56,2,38,99436
232,156,100,55,3,38,99439
229,153,100,55,4,38,99444
228,151,100,57,4,38,99445
225,149,99,56,3,39,99452
224,147,98,55,4,39,99456
221,149,97,53,5,39,99459
220,146,95,54,5,39,99464
216,147,92,54,3,40,99471
215,147,91,54,2,41,99473
212,146,93,53,2,41,99476
209,143,91,53,4,41,99482
207,143,89,53,5,41,99485
204,143,86,54,8,41,99487
205,142,82,54,7,42,99491
202,139,82,53,8,42,99497
195,136,82,52,8,42,99508
194,135,79,51,9,42,99513
191,134,80,49,9,43,99517
192,128,85,49,8,44,99517
190,127,85,48,8,45,99520
184,123,87,49,8,45,99527
183,121,86,50,6,47,99530
182,116,86,50,3,49,99537
180,115,85,49,4,49,99541
172,117,81,50,3,50,99550
172,117,81,50,3,50,99550
171,115,78,50,5,50,99554
169,114,80,49,6,50,99555
168,114,80,50,6,50,99555
170,112,78,50,5,51,99557
169,113,79,48,4,52,99558
160,112,82,48,4,52,99565
159,107,83,49,4,52,99569
162,104,81,51,2,54,99569
160,105,80,52,3,54,99569
164,104,79,52,2,55,99567
166,101,81,51,2,56,99566
167,100,82,52,2,56,99564
167,99,81,52,2,56,99566
165,94,81,52,2,57,99572
164,93,82,52,2,57,99573
160,90,83,50,1,58,99581
159,91,82,50,1,58,99582
160,87,83,50,1,58,99584
159,84,82,50,2,58,99588
160,81,84,50,2,58,99588
160,79,85,50,2,58,99589
157,74,87,50,2,58,99595
154,73,85,51,1,59,99600
151,71,86,50,3,59,99603
151,69,85,50,3,59,99606
153,68,85,50,2,60,99605
153,68,86,48,3,60,99605
152,68,85,48,3,60,99607
153,64,86,48,3,61,99608
157,62,86,47,2,62,99607
159,62,86,47,1,63,99605
161,61,85,48,1,63,99604
159,59,84,48,1,63,99609
162,55,83,48,1,63,99611
164,55,82,48,1,63,99610
163,55,82,47,2,63,99611
167,52,82,46,3,63,99610
170,52,81,46,3,63,99608
174,52,78,47,2,64,99606
175,49,78,47,2,64,99608
172,49,78,47,2,64,99611
169,49,76,47,2,64,99616
169,48,76,46,1,66,99617
168,48,76,45,1,66,99619
169,49,75,45,1,66,99618
172,49,74,44,2,66,99616
173,48,74,44,2,66,99616
174,46,73,42,4,66,99618
177,44,75,41,4,66,99616
178,43,74,42,4,66,99616
178,44,73,42,4,66,99616
175,44,71,41,3,67,99622
173,45,70,42,3,67,99623
175,45,69,42,3,67,99622
