POLYP,STAGE_1,STAGE_2,STAGE_3,STAGE_4,DIE,NO_CANCER
412,122,115,66,7,2,99299
402,126,115,66,4,5,99305
399,126,113,69,4,5,99307
395,128,113,69,3,6,99309
381,138,111,70,4,6,99313
381,137,111,71,4,6,99313
375,138,112,70,5,8,99315
370,137,113,70,5,8,99320
361,139,115,68,7,9,99324
358,139,115,69,7,9,99326
355,142,115,69,7,9,99326
351,149,116,68,8,9,99322
349,150,116,68,8,9,99323
346,149,115,66,7,11,99329
345,149,114,65,7,12,99331
340,149,111,68,6,14,99335
329,155,110,67,7,15,99340
325,156,110,66,8,15,99343
318,157,112,64,10,15,99347
318,159,112,63,11,15,99345
317,158,112,62,10,16,99348
318,156,113,60,12,16,99348
317,155,114,61,12,16,99348
307,163,114,62,8,20,99349
304,165,115,61,7,21,99350
301,167,115,61,6,22,99351
301,166,116,61,5,23,99351
297,163,119,60,5,24,99355
288,166,119,60,5,25,99360
286,165,118,62,4,26,99362
289,165,119,61,5,26,99358
289,165,117,61,7,26,99358
293,162,116,60,7,27,99358
293,163,116,60,7,27,99357
293,162,114,61,8,27,99358
293,162,114,61,8,27,99358
292,162,114,61,7,28,99359
288,163,112,60,4,31,99365
288,166,112,60,4,31,99362
282,166,113,60,4,32,99366
276,170,110,60,4,33,99370
277,167,111,60,3,34,99371
277,167,108,59,3,35,99374
274,171,108,59,3,35,99373
269,172,109,59,3,35,99376
264,174,109,57,4,35,99380
263,176,109,56,4,36,99379
261,175,111,57,3,37,99379
260,173,110,59,3,37,99381
257,170,114,59,2,38,99383
256,170,113,58,3,38,99385
256,170,114,59,3,38,99383
254,171,111,61,3,39,99384
253,171,110,62,3,39,99385
250,168,112,60,5,39,99389
248,170,111,60,5,39,99390
246,165,113,60,5,39,99395
246,165,112,60,5,39,99396
244,164,111,60,3,41,99400
244,162,113,60,3,41,99400
243,160,111,62,4,41,99402
243,158,111,61,6,41,99403
239,156,106,62,5,43,99412
238,158,102,62,7,43,99413
239,157,101,61,7,43,99415
232,157,103,58,9,43,99421
231,155,104,57,9,43,99424
228,155,105,57,9,43,99426
228,156,102,55,10,44,99428
225,156,101,56,8,46,99431
222,154,100,56,7,48,99436
222,153,101,55,7,49,99436
223,149,103,55,8,49,99436
223,149,102,56,7,50,99436
219,149,103,56,7,50,99439
215,149,102,54,10,50,99443
211,148,104,54,8,52,99446
214,147,103,53,8,53,99445
212,142,104,54,7,54,99450
213,139,107,52,8,55,99449
214,139,107,52,8,55,99448
217,134,110,51,8,56,99447
213,135,111,51,7,57,99449
212,135,108,53,5,59,99451
217,132,110,52,2,62,99448
218,133,108,53,1,63,99447
223,129,110,55,0,64,99442
223,129,110,55,0,64,99442
221,127,112,56,0,64,99443
223,124,114,56,1,64,99441
217,124,117,57,1,64,99443
217,123,118,57,1,64,99443
216,123,121,56,2,64,99441
216,124,121,56,2,64,99440
215,121,122,56,2,64,99443
215,120,124,55,3,64,99442
211,120,126,54,4,64,99444
208,122,125,53,4,65,99446
207,121,127,52,4,66,99446
206,122,125,54,4,66,99446
210,120,125,54,3,67,99444
208,121,126,53,4,67,99444
205,123,126,53,4,67,99445
200,119,128,54,4,67,99451
201,119,127,54,4,67,99451
203,119,127,54,3,68,99449
204,120,123,55,2,69,99450
206,114,126,56,1,70,99450
201,117,124,56,1,70,99454
197,117,124,55,2,70,99458
200,116,124,55,3,70,99455
201,114,125,55,3,70,99455
206,114,125,55,3,70,99450
207,113,123,58,2,71,99449
211,110,122,58,2,71,99449
214,107,120,60,2,71,99449
215,108,120,60,1,72,99447
213,107,122,59,2,72,99448
209,109,121,59,1,73,99451
207,108,122,59,1,73,99453
210,105,119,59,1,73,99456
210,104,119,59,2,73,99456
210,103,120,59,2,73,99456
213,102,119,58,3,73,99455
216,101,117,58,5,73,99453
220,100,115,59,5,73,99451
221,99,116,59,4,74,99450
223,99,115,60,4,74,99448
220,101,116,59,5,74,99448
221,101,116,59,4,75,99447
