neitherOverWaightNorObese,overweight,obese
58531,24863,16627
58575,24814,16632
58625,24763,16631
58666,24720,16630
58694,24689,16632
58716,24667,16632
58751,24628,16636
58784,24595,16635
58811,24565,16638
58835,24543,16636
58866,24512,16636
58881,24498,16635
58891,24487,16634
58927,24453,16632
58956,24423,16631
58983,24393,16634
59012,24364,16632
59033,24345,16630
59056,24320,16631
59095,24284,16628
59122,24257,16628
59140,24237,16630
59169,24204,16634
59179,24194,16634
59221,24154,16632
59242,24129,16635
59282,24088,16636
59307,24063,16635
59335,24033,16637
59368,23999,16637
59377,23993,16634
59422,23946,16636
59435,23931,16636
59466,23896,16639
59488,23871,16642
59505,23853,16643
59534,23825,16642
59561,23797,16643
59585,23774,16642
59603,23753,16645
59616,23739,16646
59625,23728,16647
59653,23698,16649
59681,23666,16653
59706,23637,16657
59719,23625,16656
59740,23602,16658
59779,23557,16661
59782,23554,16659
59811,23522,16662
59825,23509,16660
59855,23478,16660
59868,23459,16664
59893,23432,16666
59906,23419,16666
59926,23399,16666
59952,23372,16667
59968,23353,16670
59992,23328,16671
60009,23315,16665
60028,23298,16663
60056,23271,16662
60072,23256,16661
60085,23243,16661
60109,23219,16661
60105,23219,16663
60117,23204,16666
60119,23200,16668
60134,23184,16669
60141,23170,16676
60172,23138,16677
60179,23130,16677
60186,23122,16677
60203,23104,16677
60209,23096,16679
60245,23060,16679
60253,23051,16679
60282,23018,16683
60302,23000,16681
60329,22968,16686
60326,22969,16687
60357,22938,16685
60355,22942,16683
60365,22931,16684
60367,22928,16685
60381,22916,16682
60379,22913,16687
60391,22902,16684
60404,22887,16686
60404,22880,16693
60409,22871,16697
60421,22856,16699
60408,22867,16701
60414,22857,16704
60422,22845,16707
60431,22829,16714
60431,22827,16716
60437,22815,16722
60438,22813,16723
60437,22809,16725
60428,22819,16724
60419,22825,16727
60432,22806,16733
60425,22810,16735
60447,22790,16733
60431,22803,16735
60443,22791,16735
60424,22802,16743
60431,22792,16745
60438,22783,16747
60437,22780,16751
60434,22780,16753
60445,22770,16752
60438,22772,16757
60449,22756,16762
60451,22753,16762
60452,22747,16766
60451,22744,16770
60457,22738,16770
60441,22752,16772
60436,22752,16777
60418,22773,16774
60424,22763,16778
60407,22777,16781
60409,22774,16782
60386,22794,16785
60406,22774,16785
60387,22790,16788
60366,22813,16786
60356,22821,16788
60342,22830,16793
60346,22825,16794
60325,22840,16800
60300,22859,16804
60281,22880,16802
60265,22892,16805
60255,22898,16809
60241,22915,16806
60212,22940,16809
60202,22945,16814
60177,22970,16813
60160,22984,16816
60144,22997,16817
60141,22996,16821
60136,23000,16821
60130,22999,16828
60097,23026,16832
60075,23046,16833
60061,23054,16839
60029,23086,16837
60014,23101,16837
59980,23130,16842
59961,23143,16848
59940,23161,16851
59917,23179,16856
59879,23216,16857
59862,23230,16860
59819,23270,16862
59805,23279,16867
59775,23304,16872
59736,23337,16877
59725,23346,16878
59683,23384,16881
59674,23387,16887
59644,23411,16893
59613,23438,16897
59576,23468,16902
59568,23474,16904
59541,23492,16913
59510,23518,16918
59477,23545,16924
59439,23574,16931
59402,23609,16933
59375,23634,16935
59328,23675,16941
59311,23688,16945
59272,23721,16951
59242,23744,16958
59218,23763,16963
59162,23815,16967
59133,23840,16971
59084,23881,16979
59059,23901,16984
59004,23948,16992
58989,23957,16998
58920,24022,17002
58886,24050,17008
58841,24092,17011
58822,24108,17014
58760,24169,17015
58715,24209,17019
58667,24249,17027
58626,24286,17031
58570,24340,17033
58530,24376,17036
58492,24414,17036
58435,24462,17045
58401,24499,17042
58345,24546,17050
58297,24587,17056
58230,24650,17060
58169,24704,17067
58113,24752,17074
58047,24813,17078
58005,24854,17079
57947,24910,17081
57876,24978,17084
57831,25012,17095
57744,25091,17103
57707,25122,17109
57631,25188,17118
57575,25234,17128
57545,25261,17131
57486,25313,17138
57422,25374,17140
57381,25409,17146
57307,25478,17150
57271,25509,17155
57213,25558,17162
57149,25611,17173
57075,25681,17177
57025,25717,17191
56967,25772,17194
56896,25836,17201
56815,25910,17207
56742,25978,17212
56667,26046,17219
56587,26120,17225
56514,26182,17236
56421,26262,17248
56349,26327,17255
56288,26382,17261
56215,26445,17270
56115,26538,17275
56056,26591,17281
55965,26679,17284
55910,26731,17287
55819,26810,17299
55737,26887,17304
55658,26955,17315
55608,26996,17323
55498,27105,17324
55435,27161,17331
55336,27256,17335
55242,27341,17344
55163,27413,17351
55085,27489,17352
54990,27578,17358
54910,27652,17364
54805,27753,17368
54717,27840,17368
54634,27913,17378
54570,27968,17387
54456,28070,17399
54400,28119,17406
54285,28231,17409
54205,28299,17420
54105,28391,17428
54037,28454,17433
53940,28542,17442
