POLYP,STAGE_1,STAGE_2,STAGE_3,STAGE_4,DIE,NO_CANCER
409,125,115,67,6,3,99298
407,124,115,67,4,5,99301
407,125,115,67,4,5,99300
394,133,114,70,3,6,99303
386,137,113,70,4,6,99307
386,139,113,70,4,6,99305
386,138,114,69,5,7,99304
373,144,116,67,6,9,99308
371,143,117,67,7,9,99309
366,148,116,68,7,9,99309
366,149,116,67,8,9,99308
364,151,116,67,8,9,99308
355,152,116,68,8,10,99314
356,154,115,69,6,12,99311
356,153,113,69,7,12,99313
346,155,114,67,7,14,99320
342,156,112,67,8,15,99323
332,161,112,65,10,15,99328
328,163,113,61,12,15,99331
325,166,113,61,12,15,99331
327,167,112,60,11,16,99330
325,166,115,59,12,16,99330
320,167,116,59,11,17,99333
313,173,114,61,8,20,99334
311,173,112,61,6,22,99338
309,168,114,61,6,22,99343
307,165,114,61,5,23,99348
300,164,114,60,7,23,99355
291,167,114,61,5,25,99360
288,170,114,62,4,26,99359
287,171,117,61,5,26,99356
288,173,115,61,7,26,99353
286,173,114,62,7,26,99355
287,174,114,61,7,27,99353
285,175,115,61,7,27,99353
285,176,113,63,7,27,99352
283,173,115,62,5,29,99356
280,177,113,61,5,30,99357
282,175,113,63,4,31,99355
279,174,113,63,4,31,99359
277,174,111,63,4,32,99362
270,175,113,61,5,33,99366
268,176,114,59,4,35,99367
269,178,113,59,4,35,99365
268,175,116,58,3,36,99367
265,177,115,58,3,36,99369
259,179,113,58,4,36,99374
256,179,114,57,4,37,99376
254,181,113,58,4,37,99376
253,180,113,58,3,38,99378
246,180,113,58,4,39,99383
247,179,111,61,4,39,99382
247,176,114,61,4,39,99382
249,172,115,61,4,39,99383
243,173,114,60,5,39,99389
240,173,111,60,4,40,99395
240,172,111,61,3,41,99395
237,171,112,61,4,41,99397
235,168,113,61,4,42,99400
233,166,113,61,6,42,99402
231,167,112,61,6,42,99404
230,166,110,62,8,43,99404
229,166,110,63,8,43,99404
223,167,109,64,9,43,99408
223,162,109,63,11,43,99412
221,162,109,60,9,46,99416
221,163,108,60,9,46,99416
223,162,107,61,6,49,99415
222,163,107,61,6,49,99415
217,159,109,62,6,49,99421
217,157,111,62,6,49,99421
219,154,111,60,5,50,99424
217,149,114,60,6,50,99427
215,148,112,60,5,52,99431
212,145,113,59,6,53,99435
207,147,113,59,7,53,99437
208,144,113,59,9,53,99437
206,145,112,59,9,53,99439
204,146,112,58,11,53,99439
204,142,113,60,10,54,99440
210,137,115,60,7,57,99437
211,137,111,63,4,60,99437
208,132,113,62,3,61,99444
207,128,119,62,3,61,99443
207,126,120,62,3,61,99444
205,129,120,62,3,61,99443
211,127,122,61,3,62,99437
213,129,121,59,4,63,99434
213,128,123,58,4,64,99433
213,127,124,58,5,64,99432
213,123,125,58,5,64,99435
212,123,124,58,5,64,99437
209,123,124,56,6,65,99440
209,123,123,56,5,66,99441
211,120,123,56,5,66,99442
215,118,124,57,5,66,99438
214,117,126,57,5,66,99438
210,113,126,57,5,66,99446
208,111,132,57,4,67,99444
206,112,131,59,4,67,99444
207,111,129,58,5,67,99446
208,110,128,56,5,68,99448
209,110,127,57,5,68,99447
205,114,125,57,5,68,99449
207,113,125,57,5,69,99447
210,112,126,57,5,69,99444
209,112,125,58,5,69,99445
210,109,126,58,4,70,99446
210,107,126,59,3,71,99447
206,110,122,62,3,71,99449
210,109,121,63,3,71,99446
210,106,125,63,3,71,99445
216,101,125,60,5,71,99445
219,101,125,60,5,71,99442
214,104,125,60,5,71,99444
216,101,125,60,5,72,99444
216,100,125,61,5,72,99444
216,99,126,61,4,73,99444
214,102,126,60,4,74,99443
214,101,126,60,5,74,99443
215,102,126,59,5,75,99441
220,100,124,60,6,75,99438
221,95,123,60,7,75,99442
223,95,122,61,6,76,99440
225,96,121,60,6,76,99439
225,97,121,61,5,77,99437
231,97,120,62,6,77,99430
230,97,119,63,6,77,99431
228,98,119,62,6,78,99432
229,98,117,63,5,79,99432
