Smokes,Does not smoke
19474,80549
20243,79777
20623,79395
20152,79866
20462,79556
20083,79934
20376,79640
20025,79991
20281,79735
19887,80129
20133,79883
19802,80214
20101,79914
19756,80259
20108,79906
19745,80269
20031,79982
19674,80339
20015,79998
19657,80356
19954,80059
19607,80406
19890,80123
19521,80492
19821,80192
19468,80544
19821,80189
19473,80537
19805,80205
19465,80545
19780,80227
19425,80582
19723,80284
19395,80611
19712,80294
19381,80625
19684,80322
19373,80633
19709,80297
19399,80607
19716,80289
19378,80627
19681,80324
19348,80657
19652,80353
19336,80668
19642,80359
19333,80668
19642,80359
19333,80666
19640,80358
19333,80665
19640,80358
19332,80665
19640,80357
19332,80665
19640,80357
19332,80663
19639,80356
19332,80662
19639,80355
19332,80662
19639,80355
19332,80662
19639,80355
19332,80662
19639,80354
19331,80662
19639,80354
19331,80662
19639,80354
19331,80662
19639,80353
19331,80660
19638,80353
19327,80662
19636,80353
19325,80663
19635,80353
19325,80662
19634,80351
19325,80659
19633,80351
19320,80664
19633,80351
19320,80662
19632,80350
19320,80662
19630,80351
19317,80663
19629,80351
19317,80663
19629,80351
19317,80663
19629,80351
19317,80663
19629,80350
19316,80663
19629,80350
19316,80661
19628,80348
19316,80660
19628,80348
19316,80660
19628,80348
19316,80660
19628,80348
19316,80660
19628,80348
19316,80660
19628,80348
19315,80660
19627,80347
19315,80659
19626,80347
19312,80661
19626,80347
19312,80660
19626,80346
19312,80660
19626,80346
19312,80660
19626,80346
19312,80659
19626,80345
19312,80659
19626,80345
19312,80659
19626,80345
19312,80659
19626,80345
19312,80658
19625,80343
19311,80655
19624,80342
19311,80654
19623,80342
19311,80654
19623,80342
19311,80654
19623,80342
19315,80648
19636,80325
19335,80626
19644,80317
19348,80613
19649,80311
19356,80603
19652,80306
19356,80601
19647,80309
19356,80600
19651,80305
19375,80581
19677,80279
19395,80561
19683,80272
19395,80560
19683,80272
19395,80559
19683,80270
19394,80556
19681,80269
19384,80562
19667,80279
19375,80571
19662,80283
19367,80578
19656,80289
19354,80591
19648,80297
19353,80592
19648,80297
19353,80591
19654,80289
19370,80573
19667,80275
19376,80565
19671,80270
19386,80555
19677,80264
19392,80549
19682,80259
19391,80549
19682,80257
19393,80545
19678,80256
19385,80549
19668,80266
19369,80565
19664,80270
19367,80567
19661,80273
19361,80573
19661,80273
19361,80573
19661,80273
19361,80572
19661,80271
19361,80571
19661,80271
19361,80571
19660,80271
19361,80570
19660,80271
19361,80570
19660,80271
19361,80570
19660,80270
19360,80570
19660,80269
19360,80569
19660,80269
19360,80569
19660,80268
19360,80568
19660,80268
19360,80566
19660,80266
19360,80566
19660,80266
19360,80566
19660,80265
19359,80566
19660,80265
19359,80566
19660,80265
19359,80566
19660,80264
19358,80566
19660,80264
19356,80567
19660,80263
19356,80567
19660,80262
19352,80570
19658,80263
19353,80567
19660,80260
19354,80566
19660,80260
19353,80566
19658,80261
19353,80566
19658,80261
19353,80566
19658,80261
19353,80564
19657,80260
19353,80564
19657,80259
19352,80564
19657,80259
19352,80564
19657,80259
19352,80564
19657,80259
19351,80562
19653,80259
