POLYP,STAGE_1,STAGE_2,STAGE_3,STAGE_4,DIE,NO_CANCER
406,125,115,67,6,3,99301
399,125,115,67,4,5,99308
401,126,115,67,4,5,99305
394,130,114,69,3,6,99307
387,137,112,71,4,6,99306
385,137,115,71,4,6,99305
386,137,114,69,6,7,99304
381,138,115,70,5,8,99306
372,141,117,68,7,9,99309
365,143,117,69,7,9,99313
364,144,117,69,7,9,99313
364,146,118,68,8,9,99310
359,147,117,68,8,10,99314
356,150,116,68,7,11,99315
357,150,114,69,7,12,99314
357,151,114,68,7,13,99313
350,154,113,68,7,15,99316
336,159,112,66,10,15,99325
333,159,111,66,10,15,99329
329,163,111,63,12,15,99330
326,165,110,63,11,16,99332
323,163,113,59,13,16,99336
316,168,113,60,13,16,99337
311,171,112,61,8,21,99339
310,171,112,61,7,22,99340
306,173,113,61,7,22,99341
305,171,114,61,6,23,99343
300,170,116,60,6,24,99347
292,173,117,59,6,25,99351
289,176,117,59,5,27,99350
286,177,118,59,5,27,99351
289,179,118,57,8,27,99345
288,180,117,58,7,28,99345
287,182,117,57,8,28,99344
289,182,115,59,8,28,99342
289,180,116,59,7,29,99343
286,182,115,60,6,30,99344
282,184,115,60,5,31,99346
283,186,115,60,4,32,99343
279,185,115,61,4,33,99346
275,187,113,61,3,34,99350
272,186,114,61,3,35,99352
272,186,115,59,5,35,99351
270,187,114,59,4,36,99353
268,193,116,58,4,36,99348
264,196,117,58,4,36,99348
261,195,116,57,5,37,99352
260,193,116,60,4,38,99352
258,193,116,62,4,38,99352
255,195,117,62,2,40,99352
255,193,116,62,3,40,99354
256,192,115,62,4,40,99354
258,188,115,65,4,40,99353
258,184,117,65,3,41,99355
256,183,117,65,4,41,99357
256,182,116,64,5,41,99359
255,180,117,64,5,41,99361
252,181,116,64,4,42,99364
252,179,116,66,3,43,99364
252,175,119,66,3,43,99365
250,175,118,67,5,43,99365
250,175,119,65,7,43,99364
245,177,112,68,9,44,99368
248,177,112,68,8,45,99365
247,176,110,66,9,45,99370
244,176,111,65,10,45,99372
244,176,110,64,10,46,99373
244,176,111,64,9,47,99372
242,174,115,63,9,48,99372
241,175,116,63,8,49,99371
233,174,117,63,9,49,99378
234,175,117,63,6,52,99376
233,173,117,62,6,53,99379
231,172,115,62,7,53,99383
226,172,115,62,8,54,99386
224,172,117,61,9,54,99386
222,172,114,63,9,55,99388
222,171,115,61,11,55,99388
221,169,115,61,11,56,99390
222,167,116,62,10,57,99389
222,168,118,62,9,58,99386
219,159,124,63,7,60,99391
219,154,123,63,7,60,99397
222,152,123,63,6,62,99395
224,148,124,65,6,62,99394
227,145,126,65,3,65,99392
229,138,130,64,3,66,99393
230,136,131,63,4,66,99393
229,138,131,63,4,66,99392
227,137,126,65,4,67,99397
225,137,126,66,4,67,99398
223,131,129,64,4,68,99404
222,132,128,64,4,68,99405
224,131,130,62,6,68,99402
223,129,133,61,6,69,99402
223,126,134,60,7,69,99404
224,126,134,60,6,70,99403
221,126,134,61,6,70,99405
219,125,135,62,3,73,99406
216,124,136,62,4,73,99408
216,122,138,61,5,73,99408
214,124,138,61,4,74,99408
211,129,137,60,5,74,99407
211,129,137,60,5,74,99407
213,128,137,61,4,75,99405
214,128,136,62,4,75,99404
212,129,137,62,4,75,99404
214,127,135,63,3,76,99405
211,123,136,64,3,76,99410
212,121,138,64,2,77,99409
213,117,139,65,2,77,99410
210,120,136,63,4,77,99413
215,118,134,63,7,77,99409
218,117,134,63,6,78,99407
222,116,131,64,6,78,99406
223,116,130,65,6,78,99405
222,116,131,64,6,78,99406
221,114,131,64,4,80,99409
220,112,132,62,3,83,99411
221,112,131,62,3,83,99411
221,111,132,61,3,83,99412
225,111,130,60,5,83,99409
224,109,132,60,5,83,99410
229,107,129,60,6,84,99408
232,107,128,58,7,84,99407
233,107,125,60,7,84,99407
233,107,124,61,6,85,99407
234,105,122,63,4,87,99408
233,107,120,63,5,87,99408
234,108,119,64,5,87,99406
