Smokes,Does not smoke
19474,80549
20243,79777
20623,79395
20152,79866
20462,79556
20083,79935
20375,79642
20024,79993
20280,79737
19886,80131
20132,79885
19801,80216
20100,79917
19755,80261
20107,79908
19744,80271
20030,79984
19673,80341
20014,80000
19656,80358
19953,80061
19606,80408
19889,80125
19520,80494
19820,80194
19467,80547
19820,80193
19468,80543
19804,80207
19460,80551
19781,80230
19421,80590
19723,80287
19391,80619
19712,80298
19377,80633
19684,80326
19369,80641
19709,80301
19395,80615
19716,80293
19374,80635
19681,80328
19344,80665
19652,80357
19330,80679
19637,80371
19325,80681
19643,80363
19331,80674
19642,80361
19325,80678
19635,80368
19313,80690
19626,80377
19304,80698
19620,80380
19291,80709
19609,80389
19289,80709
19608,80390
19289,80709
19608,80390
19288,80709
19606,80391
19286,80711
19606,80391
19286,80711
19606,80391
19286,80710
19605,80391
19286,80710
19605,80389
19289,80705
19615,80378
19311,80681
19647,80345
19334,80658
19656,80336
19335,80656
19655,80336
19335,80655
19654,80336
19330,80659
19653,80335
19330,80658
19653,80335
19330,80658
19653,80335
19330,80658
19653,80335
19330,80657
19652,80335
19330,80657
19652,80334
19334,80652
19656,80329
19338,80647
19658,80326
19331,80653
19644,80338
19306,80676
19628,80353
19292,80689
19624,80356
19290,80689
19624,80355
19291,80686
19631,80346
19300,80677
19638,80339
19305,80672
19655,80322
19314,80663
19665,80312
19317,80660
19664,80311
19317,80658
19664,80311
19317,80657
19663,80311
19317,80657
19663,80311
19317,80657
19663,80310
19316,80656
19662,80310
19316,80656
19662,80310
19316,80656
19662,80310
19316,80656
19662,80310
19316,80656
19662,80310
19316,80656
19661,80310
19314,80657
19661,80310
19313,80656
19660,80309
19313,80655
19659,80308
19317,80647
19656,80308
19315,80649
19650,80313
19314,80648
19649,80313
19314,80648
19649,80313
19318,80643
19648,80313
19318,80643
19648,80313
19317,80643
19648,80310
19316,80642
19648,80309
19316,80641
19648,80309
19316,80641
19648,80308
19315,80641
19648,80308
19315,80641
19648,80308
19313,80641
19648,80306
19314,80637
19646,80305
19318,80632
19656,80294
19333,80616
19663,80285
19335,80613
19663,80285
19335,80613
19663,80285
19335,80613
19663,80285
19334,80613
19662,80284
19332,80613
19659,80286
19329,80614
19653,80290
19324,80619
19650,80293
19324,80619
19650,80293
19324,80619
19650,80293
19324,80619
19650,80293
19324,80618
19651,80291
19324,80617
19651,80290
19324,80617
19651,80290
19324,80617
19650,80290
19324,80616
19650,80290
19324,80616
19650,80290
19324,80616
19650,80290
19324,80614
19648,80290
19324,80614
19648,80290
19324,80614
19648,80290
19324,80614
19648,80290
19324,80614
19648,80290
19324,80614
19648,80290
19324,80613
19648,80289
19324,80613
19648,80289
19324,80613
19648,80289
19322,80614
19648,80287
19322,80613
19648,80287
19322,80613
19648,80287
19322,80613
19648,80287
19321,80611
19646,80286
19321,80610
19646,80285
19321,80610
19646,80285
19321,80610
19645,80285
19321,80609
19645,80285
19321,80608
19645,80283
19321,80607
19645,80283
19321,80607
19645,80283
19321,80607
19645,80282
19320,80607
19644,80281
19320,80605
19644,80281
19319,80605
19644,80280
19319,80605
