Smokes,Does not smoke
19474,80547
20242,79779
20617,79401
20123,79895
20429,79589
20034,79984
20326,79692
19973,80044
20221,79796
19830,80187
20074,79943
19736,80280
20036,79978
19683,80331
20037,79976
19663,80350
19986,80027
19626,80387
19964,80049
19604,80409
19905,80108
19548,80465
19835,80178
19474,80539
19786,80227
19446,80567
19806,80207
19458,80555
19788,80223
19430,80581
19754,80255
19379,80630
19675,80333
19345,80662
19673,80334
19325,80680
19634,80370
19306,80698
19660,80344
19330,80673
19653,80350
19295,80708
19613,80390
19258,80744
19578,80424
19248,80754
19551,80451
19223,80778
19540,80460
19235,80765
19543,80455
19237,80761
19539,80459
19215,80781
19517,80479
19214,80782
19517,80479
19214,80780
19517,80477
19214,80780
19517,80477
19214,80780
19517,80476
19213,80780
19517,80476
19213,80780
19517,80476
19213,80780
19517,80475
19212,80780
19517,80475
19208,80783
19515,80476
19207,80784
19515,80476
19207,80784
19515,80476
19206,80784
19513,80475
19206,80781
19521,80466
19217,80768
19534,80451
19226,80759
19552,80433
19245,80738
19558,80425
19255,80728
19566,80417
19262,80719
19572,80409
19275,80706
19580,80401
19276,80705
19580,80401
19276,80705
19580,80401
19276,80705
19580,80401
19276,80705
19583,80395
19277,80701
19583,80394
19277,80700
19583,80394
19277,80700
19583,80394
19277,80700
19583,80394
19277,80700
19583,80394
19279,80697
19583,80393
19279,80697
19583,80393
19279,80697
19582,80393
19278,80696
19582,80392
19278,80695
19581,80392
19278,80695
19581,80392
19278,80695
19581,80392
19278,80695
19581,80392
19278,80695
19581,80392
19278,80695
19581,80392
19278,80695
19581,80392
19278,80695
19581,80392
19278,80695
19581,80391
19278,80694
19581,80389
19276,80694
19582,80386
19274,80693
19579,80388
19281,80685
19583,80383
19290,80675
19586,80378
19297,80667
19597,80367
19302,80662
19605,80358
19315,80647
19615,80346
19333,80628
19633,80328
19352,80609
19645,80316
19358,80603
19652,80308
19362,80598
19663,80297
19389,80571
19711,80249
19432,80527
19739,80220
19440,80518
19751,80207
19441,80517
19753,80205
19447,80511
19764,80194
19458,80500
19781,80175
19468,80488
19793,80163
19468,80488
19793,80162
19467,80488
19793,80162
19467,80487
19793,80161
19467,80487
19793,80161
19467,80487
19793,80160
19467,80486
19793,80160
19467,80486
19793,80160
19467,80486
19793,80160
19467,80486
19793,80160
19467,80486
19793,80160
19467,80485
19793,80159
19467,80484
19793,80158
19467,80484
19793,80158
19468,80481
19796,80153
19469,80480
19796,80153
19469,80480
19796,80153
19469,80480
19796,80153
19469,80480
19795,80153
19469,80479
19795,80153
19469,80479
19795,80153
19469,80479
19795,80153
19469,80479
19795,80153
19469,80479
19795,80153
19469,80479
19795,80153
19469,80478
19795,80152
19469,80478
19795,80152
19469,80478
19795,80151
19468,80478
19795,80151
19468,80478
19795,80151
19467,80478
19795,80150
19464,80478
19791,80151
19464,80478
19791,80151
19464,80478
19791,80151
19464,80478
19791,80151
19464,80478
19791,80151
19464,80478
19791,80151
19464,80477
19790,80151
19464,80476
19790,80150
19464,80476
19790,80150
19464,80476
19790,80150
19464,80476
19790,80150
19463,80475
19789,80149
19463,80475
