neitherOverWaightNorObese,overweight,obese
58532,24863,16628
58574,24814,16632
58625,24763,16630
58666,24721,16631
58694,24690,16633
58716,24668,16633
58751,24629,16637
58784,24596,16636
58811,24566,16639
58835,24544,16637
58866,24513,16637
58881,24499,16636
58892,24488,16636
58928,24454,16633
58956,24425,16633
58983,24394,16636
59012,24367,16634
59033,24348,16632
59056,24323,16634
59095,24287,16631
59122,24260,16631
59140,24240,16633
59169,24207,16637
59179,24197,16637
59221,24157,16635
59243,24132,16638
59281,24089,16638
59306,24065,16637
59334,24035,16639
59367,24002,16639
59375,23996,16636
59420,23949,16638
59433,23934,16638
59465,23899,16641
59487,23874,16644
59504,23856,16645
59532,23828,16644
59559,23800,16645
59583,23777,16644
59601,23755,16647
59614,23741,16648
59623,23731,16649
59651,23701,16651
59679,23669,16655
59704,23640,16659
59716,23628,16658
59736,23605,16660
59777,23560,16663
59782,23556,16661
59810,23523,16664
59824,23511,16662
59854,23480,16663
59868,23462,16667
59893,23435,16669
59904,23421,16668
59924,23401,16668
59948,23374,16669
59964,23355,16672
59988,23330,16673
60005,23317,16667
60024,23300,16665
60052,23273,16664
60069,23257,16663
60080,23246,16663
60104,23221,16663
60102,23221,16665
60114,23206,16668
60116,23202,16670
60131,23186,16671
60138,23172,16678
60169,23140,16679
60176,23133,16679
60183,23126,16679
60201,23107,16679
60205,23099,16681
60241,23063,16681
60249,23055,16681
60279,23020,16685
60298,23003,16683
60326,22970,16688
60322,22972,16690
60356,22939,16688
60353,22944,16686
60364,22931,16687
60365,22929,16688
60380,22916,16685
60377,22914,16690
60390,22903,16688
60402,22888,16690
60402,22881,16697
60406,22873,16701
60418,22858,16703
60406,22868,16705
60411,22859,16708
60418,22849,16711
60430,22830,16718
60429,22829,16720
60436,22816,16726
60438,22813,16727
60437,22811,16730
60428,22821,16729
60419,22826,16732
60431,22808,16738
60425,22812,16740
60446,22793,16738
60432,22805,16740
60443,22794,16739
60425,22804,16747
60433,22793,16750
60439,22785,16752
60438,22782,16756
60437,22781,16758
60446,22773,16757
60440,22774,16762
60451,22758,16767
60452,22756,16768
60453,22749,16773
60451,22746,16776
60456,22741,16776
60441,22754,16778
60438,22752,16783
60416,22777,16780
60424,22765,16784
60404,22782,16787
60409,22775,16788
60384,22797,16791
60403,22777,16791
60384,22793,16794
60365,22814,16791
60352,22825,16792
60340,22833,16796
60344,22828,16797
60322,22843,16804
60299,22862,16808
60279,22883,16806
60265,22893,16809
60254,22900,16813
60242,22915,16810
60211,22942,16814
60202,22946,16818
60175,22973,16817
60161,22984,16820
60145,22998,16821
60143,22996,16825
60139,22999,16825
60133,22998,16832
60101,23025,16837
60078,23046,16839
60065,23053,16844
60033,23084,16844
60015,23102,16844
59983,23129,16848
59962,23144,16854
59941,23162,16857
59920,23178,16862
59881,23216,16863
59865,23229,16866
59820,23271,16868
59807,23279,16873
59777,23304,16876
59741,23335,16881
59730,23345,16882
59691,23381,16885
59681,23385,16891
59651,23409,16897
59618,23438,16901
59582,23467,16907
59571,23476,16908
59547,23489,16917
59514,23517,16922
59480,23544,16929
59442,23575,16935
59407,23608,16937
59375,23637,16939
59330,23676,16945
59311,23691,16949
59273,23723,16955
59241,23747,16962
59217,23766,16967
59164,23815,16971
59132,23843,16975
59081,23886,16983
59057,23904,16988
59001,23952,16996
58986,23961,17002
58919,24024,17006
58883,24054,17012
58839,24095,17015
58817,24114,17018
58758,24172,17019
58707,24218,17024
58666,24251,17032
58623,24290,17036
58566,24345,17038
58529,24379,17041
58491,24417,17041
58433,24465,17050
58404,24496,17046
58344,24547,17055
58300,24585,17061
58234,24647,17065
58170,24704,17072
58118,24748,17080
58046,24815,17085
58008,24852,17086
57949,24910,17087
57878,24978,17090
57833,25011,17101
57745,25091,17109
57710,25120,17115
57634,25186,17125
57576,25233,17135
57543,25263,17138
57489,25310,17145
57420,25378,17146
57382,25410,17152
57313,25474,17157
57273,25509,17162
57219,25556,17169
57154,25610,17180
57082,25678,17184
57030,25716,17198
56971,25772,17201
56900,25836,17208
56817,25912,17214
56746,25978,17219
56672,26045,17226
56588,26122,17233
56517,26181,17244
56427,26259,17256
56350,26329,17263
56292,26381,17269
56219,26445,17278
56116,26542,17284
56060,26591,17290
55968,26679,17293
55910,26734,17296
55825,26807,17307
55741,26886,17312
55661,26955,17323
55608,26999,17332
55500,27106,17333
55437,27162,17340
55338,27257,17344
55247,27339,17353
55164,27414,17360
55088,27490,17360
54990,27582,17366
54912,27654,17372
54810,27752,17376
54715,27847,17376
54637,27915,17386
54567,27976,17395
54459,28072,17407
54398,28126,17414
54287,28233,17417
54204,28305,17428
54108,28393,17436
54042,28454,17440
53938,28549,17448
