POLYP,STAGE_1,STAGE_2,STAGE_3,STAGE_4,DIE,NO_CANCER
409,125,115,67,6,3,99298
407,124,115,67,4,5,99301
406,125,115,67,4,5,99301
396,135,114,70,3,6,99299
392,138,113,70,4,6,99300
392,138,114,71,4,6,99298
387,140,114,70,5,8,99299
377,145,116,69,5,9,99302
376,145,117,68,7,9,99301
374,147,117,69,7,9,99300
373,148,117,68,8,9,99300
372,152,116,68,8,9,99298
367,154,117,67,8,10,99300
368,153,117,67,6,12,99300
367,156,114,68,7,12,99299
366,157,114,67,7,13,99299
360,159,114,68,6,15,99301
346,167,114,65,10,15,99306
345,167,116,63,12,15,99305
347,168,116,63,11,16,99302
344,168,114,63,11,16,99307
339,168,116,61,13,16,99310
333,173,117,61,9,19,99311
328,177,116,62,7,21,99312
327,176,115,62,6,22,99315
321,176,116,62,6,22,99320
318,178,117,62,6,22,99320
314,173,118,59,6,24,99329
308,175,118,59,5,25,99333
305,175,119,60,4,26,99334
301,178,120,59,5,26,99334
301,178,118,59,6,26,99335
305,179,116,60,5,27,99331
304,180,115,60,5,27,99332
306,179,112,62,5,27,99332
306,178,113,62,5,27,99332
304,179,113,62,4,28,99333
300,180,113,62,4,29,99335
297,182,114,62,4,29,99335
294,180,113,64,3,30,99339
287,184,113,62,4,30,99343
286,183,115,61,4,31,99343
285,184,114,60,4,32,99344
282,184,115,60,4,32,99346
281,186,116,60,3,33,99344
279,187,117,61,3,33,99343
272,190,117,59,4,34,99347
275,187,116,60,3,35,99347
274,181,119,61,3,35,99350
272,182,119,61,2,36,99351
270,182,118,61,3,36,99353
273,181,115,62,4,36,99352
272,177,115,64,4,36,99355
272,177,116,64,3,37,99354
273,176,115,64,4,37,99354
268,172,114,62,5,37,99365
266,171,113,63,5,37,99368
262,173,113,64,4,38,99369
262,170,114,65,3,39,99370
260,167,115,65,3,39,99374
258,166,113,66,4,39,99377
255,164,111,66,7,39,99381
253,164,108,65,10,40,99383
252,164,108,65,10,40,99384
249,166,108,63,9,41,99387
247,162,109,63,9,41,99392
245,158,108,62,9,42,99399
245,155,108,61,9,43,99402
244,156,111,61,8,44,99399
238,152,110,60,9,45,99409
235,151,110,59,7,47,99414
235,151,110,59,7,47,99414
233,148,110,58,7,48,99419
229,148,112,59,6,49,99420
227,148,112,59,5,50,99422
218,154,112,57,6,51,99425
214,153,109,59,7,52,99429
214,151,108,59,7,52,99432
212,150,110,59,6,53,99433
211,147,109,58,8,54,99436
210,148,110,58,8,54,99435
212,142,113,58,8,54,99436
208,143,113,59,7,55,99438
214,142,111,60,7,55,99434
214,142,109,63,4,59,99432
215,140,110,63,3,60,99432
219,139,111,62,3,61,99428
217,138,112,61,4,61,99430
216,139,112,60,5,61,99430
218,135,113,61,3,63,99430
214,136,111,62,3,63,99434
213,133,111,62,3,64,99437
213,134,110,61,3,64,99438
214,134,112,59,5,64,99435
214,132,113,58,5,65,99436
216,132,113,56,6,65,99435
214,133,114,57,4,65,99436
213,129,116,58,4,65,99438
207,130,115,59,2,67,99443
207,129,114,59,3,67,99444
207,130,114,59,3,67,99443
204,130,116,59,3,67,99444
205,130,114,60,3,67,99444
204,133,114,59,3,68,99442
207,131,115,59,4,68,99439
209,131,115,59,3,69,99437
209,129,116,60,3,69,99437
207,130,114,61,2,70,99439
206,129,117,60,3,70,99438
206,126,120,62,3,70,99436
208,126,119,63,3,70,99434
208,124,120,64,2,72,99433
210,123,120,63,3,72,99432
214,121,120,61,4,72,99431
216,121,118,63,3,73,99429
215,121,118,65,3,73,99428
215,121,118,64,3,73,99429
214,120,116,63,2,75,99433
214,117,118,63,1,76,99434
215,117,118,62,1,76,99434
215,117,119,61,1,76,99434
217,117,117,58,3,76,99435
217,113,119,56,4,76,99438
222,112,119,54,5,76,99435
225,113,118,55,5,76,99431
225,114,115,57,4,77,99431
224,115,114,59,4,77,99430
226,113,115,59,3,78,99429
227,114,116,59,3,78,99426
232,111,110,61,4,79,99426
