Smokes,Does not smoke
19474,80547
20242,79777
20618,79401
20125,79891
20427,79589
20034,79980
20326,79688
19974,80040
20217,79797
19811,80203
20061,79952
19727,80286
20036,79977
19692,80320
20044,79967
19678,80332
20000,80010
19636,80374
19986,80024
19638,80372
19935,80075
19588,80422
19870,80140
19515,80495
19816,80194
19472,80537
19822,80186
19478,80530
19809,80198
19471,80536
19786,80221
19432,80574
19727,80277
19402,80602
19716,80287
19389,80614
19688,80315
19381,80622
19713,80290
19407,80596
19720,80282
19386,80616
19685,80317
19356,80646
19653,80347
19340,80660
19637,80361
19333,80665
19635,80362
19333,80663
19634,80362
19333,80663
19634,80362
19331,80662
19633,80357
19330,80660
19633,80357
19330,80659
19630,80357
19324,80663
19627,80359
19305,80680
19606,80379
19294,80691
19599,80386
19293,80692
19599,80384
19292,80691
19599,80384
19292,80691
19599,80384
19292,80691
19599,80383
19291,80691
19598,80383
19287,80692
19600,80379
19285,80694
19600,80379
19285,80694
19599,80378
19282,80695
19599,80378
19282,80695
19599,80378
19282,80695
19599,80377
19274,80699
19596,80377
19270,80702
19591,80381
19268,80704
19590,80381
19268,80703
19590,80381
19267,80702
19589,80380
19267,80702
19589,80379
19265,80701
19588,80377
19263,80700
19584,80379
19262,80700
19582,80380
19262,80700
19582,80380
19262,80700
19582,80379
19262,80699
19582,80379
19262,80699
19582,80379
19262,80699
19582,80379
19262,80698
19581,80379
19262,80698
19581,80379
19262,80698
19581,80379
19263,80696
19585,80374
19266,80693
19585,80374
19266,80693
19585,80372
19266,80691
19585,80371
19265,80691
19586,80369
19268,80687
19586,80369
19268,80685
19584,80368
19267,80685
19584,80368
19267,80684
19583,80368
19267,80683
19582,80368
19267,80683
19581,80366
19266,80681
19580,80365
19267,80678
19584,80361
19276,80669
19588,80357
19285,80660
19591,80354
19297,80646
19604,80339
19302,80641
19616,80326
19317,80625
19635,80307
19329,80612
19641,80299
19330,80610
19641,80299
19330,80608
19640,80298
19330,80608
19640,80298
19327,80609
19640,80296
19327,80608
19637,80294
19325,80604
19637,80292
19325,80604
19637,80292
19325,80604
19637,80292
19324,80604
19637,80291
19324,80604
19637,80290
19323,80604
19637,80290
19323,80604
19637,80289
19322,80604
19637,80289
19322,80604
19637,80288
19321,80604
19637,80288
19321,80604
19637,80288
19321,80604
19637,80288
19321,80604
19637,80288
19320,80604
19637,80287
19320,80604
19633,80290
19320,80602
19632,80290
19320,80602
19632,80290
19320,80601
19632,80289
19320,80601
19632,80289
19320,80601
19632,80288
19319,80601
19632,80288
19319,80601
19632,80288
19319,80600
19632,80287
19319,80600
19632,80287
19319,80600
19632,80287
19320,80598
19638,80280
19320,80598
19638,80280
19320,80596
19638,80278
19320,80596
19638,80278
19320,80596
19638,80278
19320,80596
19638,80277
19320,80595
19638,80277
19320,80594
19640,80274
19322,80592
19640,80274
19322,80592
19640,80274
19326,80587
19641,80272
19326,80587
19641,80272
19326,80587
19641,80272
19326,80586
19637,80275
19322,80590
19632,80280
19322,80590
19632,80279
19322,80589
19632,80279
19322,80589
19632,80279
19322,80589
19632,80279
19322,80589
19632,80279
19322,80589
